name,Town/City
COMUNIDAD DE LA DIVINA MISERICORDIA,LONDON
Comuto UK Limited,London
Concentra Consulting Ltd,London
Concept Engineering Consultants,London
CONCEPT ESTATE AGENTS LTD,LONDON
Concepts Paris (London) Limited,London
Concert Live Ltd,London
Concierge London,London
Conciliation Resources,London
Concord Institute,London
Concord Resources Limited,London
Condeco Group Ltd,London
Conduent Business Process Solutions Limited,London
Confidence Capital Ltd,London
Confirmation.com UK Limited,London
Conflict Armament Research,London
Confluence International Limited,London
Confluent Europe Ltd,London
Congravity Ltd,London
Congregation of Our Lady of Charity of the Good Shepherd,London
"Congregation of Our Lady, Canonesses of St Augustine CIO",London
Congregation of the Most Holy Redeemer,LONDON
Congregation of the Sacred Hearts of Jesus and Mary,London
Conilon Ltd trading as Black Sheep Coffee,London
CONNAUGHT LAW LIMITED,LONDON
Connect DG Limited,London
Connect Managed Services Ltd,London
Connect-ar Ltd.,London
CONNECTT LIMITED,London
Connectwell Limited,London
ConnectWise Ltd,London
Connexity UK Ltd,London
Conning Asset Management Ltd,London
CONNOR CLARK & LUNN UK LIMITED,LONDON
Conran and Partners Limited,London
Consilio Europe,London
Consol Partners Limited,London
Consolidated Contractors International (UK) Ltd,London
Consolidated Independent Ltd,London
Consolidated Mining and Investments Limited,London
Constant Commerce Ltd,London
Constantine Cannon LLP,London
Constantin,London
Constellation Europe,London
Consulta Limited,London
Consulting Point Executive Search & Selection Ltd,London
Contact a Family,London
Contactum Ltd,London
Contemporary Dance Trust,London
Content and Code Ltd,London
Content Formula ltd,London
Content Media Corporation Limited,London
Contentive Limited,London
Contently Europe Ltd,London
Context Information Security,London
Contracts Consultancy Limited,London
CONTRACTS IT LIMITED,LONDON
Contrado Imaging Ltd,London
Contrapositive Ltd T/A Contra Agency,London
Control Esc Ltd,London
Control Risks Group Limited,London
Convercent Limited,London
Converse Commodities Ltd,London
Conversion Factory Limited,London
Conversocial UK Ltd,London
Conville & Walsh Ltd,LONDON
"Cooke, Young & Keidan LLP",London
Cookery School Ltd,London
Cook's Delights Limited,London
Cooley UK LLP,London
COPA90 Limited,London
CopoFi Ltd,London
Copping Joyce Surveyors Limited,London
Coram Children's Legal Centre,London
Corbett & Tasker Ltd.,London
Corbin & King Restaurant Group Limited,London
Cordell Cordell UK Limited,London
Cordis Solutions Ltd,London
Cordium Consulting Limited,London
Core Capital Partners LLP,London
Core Communication Services Limited,London
Core Laboratories (U.K.) Limited,London
Core Technology Systems Ltd,London
Coreco Group Ltd,London
CoreData Research Ltd,London
CoreLogic Solutions Limited,London
Cormex Limited,London
Cornelia Connelly Trustees Incorporated,London
CornerStone GRG Ltd,London
Cornerstone OnDemand Limited,London
Cornerstone Research UK Limited,London
CORNERSTONE REVIVAL ASSEMBLY,LONDON
Cornhill Capital Limited,London
Corporate Communications International Limited,London
Corporate Mobile Recycling Ltd,London
Corporate Television Networks Ltd,London
CORPORATION SERVICE COMPANY UK LIMITED,LONDON
Correlation Risk Partners Limited,London
CORSAIR CAPITAL LLP,LONDON
Corsearch UK Limited,London
CORSICA STUDIOS,LONDON
cortel telecom limited,Greater London
Corten Ltd,London
Cortexica Vision Systems Limited,London
Cortland Development UK Limited,London
Cosmo Oil (U.K.) Plc,London
CoStar UK Limited,London
Cottrell & Vermeulen Architecture Ltd,London
Council for Advancement and Support of Education (Europe),London
Council for Licensed Conveyancers,London
"Council of Local Authorities for International Relations, London",London
Country Land and Business Association Limited,London
COUNTRYWIDE PLC,LONDON
Courier Holdings Ltd,London
Courtauld Institute of Art,London
Cousins & Cousins Ltd,London
Covalis Capital LLP,London
Covanta Energy Limited,London
COVATA UK LIMITED,LONDON
Cover Genius Ltd,London
COVER-UP CLOTHING LTD,LONDON
Coverys Managing Agency Limited,London
COVESTOR LTD,LONDON
Covington & Burling LLP,London
Cowen Execution Services Limited,London
Cowen International Limited,London
Cox & Kings Travel Limited,London
Coxbury Ltd,London
Coya (Restaurant) Limited,London
CP2 (UK) Limited,London
CPA Audit LLP,London
CPA Global Management Services Ltd,London
CPI SERVICES (UK) LTD.,London
CPL AUDIT LTD T/A GKP PARTNERSHIP,LONDON
CPS Framework,London
CQS (UK) LLP,London
CR INVESTMENT MANAGEMENT LIMITED,LONDON
CR2 (UK) Limited,London
CRA International (UK) Limited,London
Crab Creative Ltd,London
Crabtree & Evelyn (Overseas) Limited,London
Cracknell Limited,London
CRAFT MACHINE LTD,LONDON
CRAFTS AND LOOMS LTD,London
Craig Jones Design,london
"Cravath, Swaine & Moore LLP",London
Cravenhill Publishing Ltd,London
Crawford & Company Adjusters (UK) Ltd,London
Creata (UK) Ltd,London
CREATE ADVERTISING LIMITED,London
Create Health Ltd,London
Createmaster Limited,London
Creation Technology Solutions Limited,London
Creative Artists Agency UK Ltd,London
Creative Culture Limited,London
Creative Design Industries Ltd,London
CREATIVE DISTRIBUTION UK LTD,LONDON
Creative Education Trust,london
CREATIVE MOBILE TECHNOLOGIES (EUROPE) LIMITED,LONDON
Creative Network Consulting Ltd,London
Creative Time Media Ltd.,London
Creative Translation Ltd,London
Creativepool Limited,London
CreativeTemplateSolutions Ltd,London
Creature Development Ltd,London
Credit Agricole Corporate & Investment Bank London Branch,London
Credit Benchmark Limited,London
Credit Suisse Quantitative and Systematic Asset Management Limited,London
Credit Suisse Securities (Europe) Limited,London
Creditinfo UK Limited t/a Coremetrix,London
CreditSights Limited,London
Credo Business Consulting LLP,London
Credo Group (UK) Limited,London
Crescent Credit Europe LLP,London
Cresco Asset Management Ltd,London
Crest Leathers Ltd,London
"Crestline Europe, LLP",London
Crew Clothing Company,London
CRF Inc Limited,London
Crimson Consulting (UK) Ltd,London
Crimson Education (Europe) Limited,London
Crimson Tangerine Ltd,London
CRISIL IREVNA UK LIMITED,London
Crisis Action Limited,London
CRISPIN PORTER & BOGUSKY LTD,London
Cristina Limited,London
Critchlow and Associates Ltd,London
Criteo Ltd,London
CRITICAL EYE (EUROPE) LTD,London
CRITICAL RESOURCE STRATEGY & ANALYSIS LTD,LONDON
Crocs UK Limited,London
Croft Structural Engineers,London
CROMWELL EUROPEAN MANAGEMENT SERVICES LIMITED,London
CRONOSPRINT (UK) LTD.,LONDON
CROOM LTD,LONDON
Cross Media Limited,London
Cross Tab Marketing Services Private Ltd,London
Crossbridge Capital UK Ltd,London
CROSSRIDER SPORT LIMITED,London
Crowd Emotion Limited,London
Crowd Vision Limited,London
CrowdScores Ltd,London
CrowdStrike UK Limited,London
Crowe Clark Whitehill LLP,London
Crowe Horwath Global Risk Consulting UK LLP,London
Crowell & Moring,London
Crown Agents Limited,London
Crown Mayfair Limited,London
Crownwise Ltd,London
Croydon School of Accountancy and Management,London
CRRC UK Limited,London
CRU International Ltd,London
Cru London Ltd,London
Cruickshank Ltd T/A Cruickshanks Solicitors,London
Crupe Framing (UK) Limited,London
Crying Out Loud,London
Cryogenic Ltd,London
Crystal Palace Football Club Limited,London
CS Technology (UK) Ltd,London
CSC Administrative Services Limited,London
CSCOUT LTD,London
CSK Projects Limited,London
CSL Europe Limited,London
CSM Sport & Entertainment LLP,London
CTC LONDON LIMITED,London
CTF Partners Limited,London
CTS Offshore and Marine Limited,London
Cube Content Governance Ltd.,London
cube19 ltd,London
CubeLogic Limited,London
CubeMatch Limited,London
Cubetag Ltd,London
Cubewise (UK) Limited,London
Cubex Ltd,London
Cubico Sustainable Investments Limited,London
Cubitt Capital Limited,London
Cubo Communuications Group Plc,London
Cullinan Studio Ltd,London
Cult London Ltd,London
CULTR PVT. LTD,London
Cultural Communications Ltd,London
Culture Amp Limited,London
Cumberland Place Financial Management Ltd.,London
Cunningham Lindsey International Ltd,London
Currencies Direct  Limited,London
Currency Solutions Ltd,LONDON
Currie & Brown International Limited,London
CURTAIN MANAGEMENT HOLDINGS LIMITED,London
"Curtis,Mallet-Prevost, Colt & Mosle LLP",London
Curve 1 Limited,London
Curve Media Limited,London
Curzon Advisers Ltd,London
Curzon Public Relations Limited,London
Curzon Securities Ltd,London
Cushman & Wakefield Debenham Tie Leung Limited,London
Cushman & Wakefield LLP,London
Custom House Financial (UK) Ltd,London
Custom Materials Ltd T/A Moteefe,London
CUSTOMCHAIN LTD,LONDON
Cutfield Freeman & Company Limited,London
Cutler and Gross Limited,London
CVC Capital Partners,London
CVC CREDIT PARTNERS INVESTMENT MANAGEMENT LIMITED,LONDON
Cvent Europe Limited,London
CYBAGE SOFTWARE UK LIMITED,London
Cyber Defence Alliance Limited,London
Cybereason Limited,London
Cyient Europe Limited,London
Cymar Computer Ltd,London
Cynar Plc,London
CyNation Ltd.,London
Cynergin Consultants Limited,London
Cypress Book Company UK Limited,London
Cyrus Capital Partners Europe LLP,London
CYRUS INVESTMENT MANAGEMENT LLP,LONDON
Cytora Limited,London
CZARNIKOW GROUP LIMITED,LONDON
CZWG Architects LLP,London
D & V Limited,London
D PARRY PHARMACY,LONDON
D&G Block Management Limited,London
D. Capital Partners Limited,London
"D. E. Shaw & Co. (U.K.), Ltd.",London
D. I . Design & Development Consultants (UK) Limited,London
D1 Model Management Ltd,London
D2E International VT Consultants Ltd,London
D2L Europe Limited,London
DAC Beachcroft LLP,London
Dada Trading Co Ltd,London
DADI+ Limited,London
Dadiani Art Ltd.,London
"Daewoo Shipbuilding & Marine Engineering Co., Ltd.",London
Dahlia Fashion Co Ltd,London
Daihatsu Diesel (Europe) Limited,London
Dai-Ichi Life International (Europe) Limited,London
Daily Mail and General Trust Plc,London
DAILY VARIETY MEDIA LIMITED,LONDON
Daiwa Asset Management (Europe) Ltd,London
Daiwa Capital Markets Europe Limited,London
Daiwa Corporate Advisory Ltd,London
Daiwa SB Investments (UK) Ltd.,London
DAK Capital Ltd,London
Daks Simpson Group plc,London
Dalberg Global Development Advisors Limited,London
Dale Carnegie London,London
Daleside Consulting Limited,London
Dalton Maag Ltd,London
Dalton Strategic Partnersip LLP,London
Damco Solutions Limited,London
DAMINIS LIMITED,LONDON
Dandi Living limited,London
Danenberg Oberlin-in-London Program,London
Daniel J Edelman Limited,London
Daniel Stewart & Company Plc,London
Daniel Watney LLP,London
Danish Bake UK Limited,London
Danleo Telecom Services Limited,London
Daqri Labs Limited,London
Dar Al-Handasah Consultants (Shair & Partners) (UK) Ltd.,London
Darbar Arts Culture Heritage Trust,London
Dark Energy Films Ltd,London
darntonB3,London
Darts Regulation Authority,London
Das Films Limited,London
Das Krupa Limited,London
Dash Arts,London
DASHI NAMDAKOV ART STUDIO LTD,London
Data Centre Dynamics Limited,LONDON
Data Cloud Ltd,London
DataArt Technologies UK Ltd.,London
Databricks UK Limited,London
Datachoice Solutions Ltd,London
DataGenic Limited,London
Dataiku Ltd,London
Dataminr UK Ltd,London
Datamonitor,London
DataPipe,London
DataSpartan Ltd,London
DataTherapy Limited,London
Datatonic Limited,London
DataXu Ltd,London
DATELIGHT LIMITED (T/A PRIMROSE PHARMACY),LONDON
Datrix Ltd,London
Daughters of Charity of St Vincent de Paul,London
"Daughters of Divine Love, English Region",London
Daughters of Mary Mother of Mercy,London
David Collins Studio,London
David Cuffe & Associates,London
David Game College Ltd,London
David Ian Productions Ltd,London
DAVID KOMA LTD,LONDON
David Leone & Partners Limited,London
David Linley & Co. Ltd.,London
David Morris International Ltd,London
David Pugh Limited,London
David Sims Photography Limited,London
David Tang & Co Solicitors,London
David Wood & Associates Limited,London
David's Bridal UK Limited,London
"Davidson Kempner European Partners, LLP",London
Davidson Ryan Dore,London
Davies Maguire Limited,London
Davina Fashions Ltd,London
Davines (UK) Limited,London
Davis Glendinning Ltd t/a Frontroom,London
Davis Polk & Wardwell London LLP,London
DAVITA INTERNATIONAL LIMITED,London
DAWLIFFE HALL EDUCATIONAL FOUNDATION,LONDON
Dawn Capital LLP,London
Dawood and Tanner,London
Day 2 Interiors Ltd,London
Dazed Group Limited,London
DB Group Services (UK) Ltd,London
DBH Consulting Ltd,London
DBJ Europe Limited,London
DBOX LIMITED,LONDON
DBRS Ratings Limited,London
"DBS Bank Ltd, London Branch",London
DBS Vickers Securities (UK) Limited,London
DDGI LIMITED,LONDON
DDI UK Ltd,London
DE BEERS UK LIMITED,LONDON
DE CANDOLE LIMITED,LONDON
De Grisogono UK Limited,London
De Novo (UK) Limited,London
DealCloud Limited,London
Dealglobe Limited,London
Deallus Consulting Ltd,London
Dealogic,London
Dean Sullivan Limited,London
Debate Mate Limited,London
Debenhams Retail PLC,London
Debevoise & Plimpton LLP,London
Decathlon UK Ltd,London
Decatur Europe Ltd,London
DECENT INTERNATIONAL LTD,LONDON
Dechert LLP,London
Decibel Insight Limited,London
Decimal Factor Ltd,London
Decipher Research Solutions Limited,London
Decision Technology Limited,London
DECISIVE 8F CAPITAL LIMITED,LONDON
Deckers Europe Ltd,LONDON
Decoded,London
Decus Insurance Brokers Limited,London
DEEZER,London
Defected Records Limited,London
DEKORAL ALUMINYUM SANAYI VE TICARET ANONIM SIRKETI,LONDON
Delancey Real Estate Asset Management Ltd,London
Delft Investments LLP,London
Delin Capital Asset Management UK Limited,London
Delmatic Ltd,London
Deloitte LLP,London
DELONEX ENERGY UK LIMITED,LONDON
Delta Capita Group Ltd,London
Delta Display Ltd,London
Delta Executive Search Ltd,London
Delta Lighting Design,London
Delta Management and Consulting Limited,LONDON
Deltatre Limited,London
Deluxe 142 Limited,London
Demarq,London
Demica Limited,London
Demo TV Limited,London
Denham Capital Management (UK) LLP,London
DENHAN PROPERTY SERVICES LTD,LONDON
Denial London Ltd T/A Bluenile,London
DENNIS IRVINE STUDIO LIMITED,LONDON
Dennis Publishing Ltd,London
Dent Trading UK Limited,London
Dentex Healthcare Group Limited,London
Denton Corker Marshall llp,London
Dentons Europe LLP,London
Dentons UK and Middle East Legal Services,London
Dentsu Aegis Network 2: Media,London
Dentsu Aegis Network 3: Outdoor,London
Dentsu Aegis Network 4: Isobar,London
Dentsu Aegis Network 5: CGM,London
Dentsu Sports Europe Limited,London
Department for Culture Media and Sport,London
Department for Education,London
Department for International Trade,LONDON
Department for Transport,London
Department of Coffee and Social Affairs Ltd,London
Department of Health,London
Depop Limited,London
Design and Architecture Ltd,London
Design Bridge Ltd,London
Design Bridge Ltd,London
Design Clarity Ltd,London
Design Hotels Limited,London
Design Museum,London
Design Research Limited,London
design to communicate ltd,London
Designed In Colour Ltd,London
Designers Guild Limited,London
Designit Denmark A/S (London branch),London
design-NA Architects,London
DesignStudio Associates Ltd,London
Desktop Genetics Ltd,London
Destek Markets UK Ltd,London
Deus Ex Technology ltd.,London
Deutsche Borse AG,London
Deutsche Hypothekenbank AG London Branch,London
Development Partners International LLP,London
